StationID,WaterbodyName,Type,Latitude,Longitude,AU_ID
SWLAZZZ1402A,null,Chemistry,44.157896,-98.988494,<NULL>
SWLAZZZ1402B,null,Chemistry,44.158419,-98.987266,<null>
SWLAZZZ1402C,null,Chemistry,44.159245,-98.987941,<null>
SWLAZZZ1402,null,Chemistry,44.158398,-98.988036,<null>
SWLAZZZ9247A,null,Chemistry,44.093695,-102.575709,<null>
SWLAZZZ9247B,null,Chemistry,44.094283,-102.576398,<null>
SWLAZZZ9247C,null,Chemistry,44.0948,-102.577816,<null>
SWLAZZZ9247,null,Chemistry,44.094276,-102.57644,<null>
SWLAZZZ2006A,null,Chemistry,45.922234,-101.341493,<null>
SWLAZZZ2006B,null,Chemistry,45.923926,-101.338481,<null>
SWLAZZZ2006C,null,Chemistry,45.922657,-101.337996,<null>
SWLAZZZ2006,null,Chemistry,45.923087,-101.339531,<null>
SWLAZZZ6302A,null,Chemistry,45.562368,-100.299956,<null>
SWLAZZZ6302B,null,Chemistry,45.566762,-100.297363,<null>
SWLAZZZ6302C,null,Chemistry,45.567166,-100.301773,<null>
SWLAZZZ6302,null,Chemistry,45.563309,-100.299259,<null>
SWLAZZZ3212A,Lake Marsh,Chemistry,44.653362,-97.225927,SD-BS-L-MARSH_01
SWLAZZZ3212B,Lake Marsh,Chemistry,44.649267,-97.247143,SD-BS-L-MARSH_01
SWLAZZZ3212C,Lake Marsh,Chemistry,44.641733,-97.259948,SD-BS-L-MARSH_01
SWLAZZZ3212,Lake Marsh,Chemistry,44.649249,-97.246017,SD-BS-L-MARSH_01
SWLAZZZ5703A,null,Chemistry,44.669865,-98.292772,<null>
SWLAZZZ5703B,null,Chemistry,44.668087,-98.29405,<null>
SWLAZZZ5703C,null,Chemistry,44.667147,-98.295793,<null>
SWLAZZZ5703,null,Chemistry,44.669451,-98.292911,<null>
SWLAZZZ4812A,null,Chemistry,45.801463,-97.402504,<null>
SWLAZZZ4812B,null,Chemistry,45.799665,-97.407252,<null>
SWLAZZZ4812C,null,Chemistry,45.796542,-97.406745,<null>
SWLAZZZ4812,null,Chemistry,45.799948,-97.405156,<null>
SWLAZZZ5507A,null,Chemistry,45.55029,-97.208144,<null>
SWLAZZZ5507B,null,Chemistry,45.555268,-97.200098,<null>
SWLAZZZ5507C,null,Chemistry,45.557552,-97.191672,<null>
SWLAZZZ5507,null,Chemistry,45.555237,-97.200435,<null>
SWLAZZZ4105A,null,Chemistry,44.148414,-100.41046,<null>
SWLAZZZ4105B,null,Chemistry,44.147007,-100.409556,<null>
SWLAZZZ4105C,null,Chemistry,44.145935,-100.409135,<null>
SWLAZZZ4105,null,Chemistry,44.148075,-100.410188,<null>
SWLAZZZ9206A,null,Chemistry,44.090087,-103.266575,<null>
SWLAZZZ9206B,null,Chemistry,44.090512,-103.266564,<null>
SWLAZZZ9206C,null,Chemistry,44.090871,-103.266764,<null>
SWLAZZZ9206,null,Chemistry,44.090469,-103.266567,<null>
SWLAZZZ1704A,null,Chemistry,43.181383,-98.754562,<null>
SWLAZZZ1704B,null,Chemistry,43.181995,-98.755496,<null>
SWLAZZZ1704C,null,Chemistry,43.182839,-98.756326,<null>
SWLAZZZ1704,null,Chemistry,43.182077,-98.755589,<null>
SWLAZZZ3103A,null,Chemistry,44.051469,-101.636194,<null>
SWLAZZZ3103B,null,Chemistry,44.050658,-101.635048,<null>
SWLAZZZ3103C,null,Chemistry,44.049921,-101.63388,<null>
SWLAZZZ3103,null,Chemistry,44.05065,-101.635022,<null>
SWLAZZZ6705A,null,Chemistry,43.32733,-100.397428,<null>
SWLAZZZ6705B,null,Chemistry,43.326928,-100.397244,<null>
SWLAZZZ6705C,null,Chemistry,43.32634,-100.397255,<null>
SWLAZZZ6705,null,Chemistry,43.327273,-100.397414,<null>
SWLAZZZ4917A,null,Chemistry,44.873482,-102.914017,<null>
SWLAZZZ4917B,null,Chemistry,44.873181,-102.914321,<null>
SWLAZZZ4917C,null,Chemistry,44.872829,-102.914751,<null>
SWLAZZZ4917,null,Chemistry,44.873396,-102.914156,<null>
SWLAZZZ6402A,null,Chemistry,44.619367,-101.994139,<null>
SWLAZZZ6402B,null,Chemistry,44.623173,-101.991248,<null>
SWLAZZZ6402C,null,Chemistry,44.626361,-101.993628,<null>
SWLAZZZ6402,null,Chemistry,44.620711,-101.991932,<null>
SWLAZZZ2908A,null,Chemistry,45.054654,-96.688725,<null>
SWLAZZZ2908B,null,Chemistry,45.054802,-96.689968,<null>
SWLAZZZ2908C,null,Chemistry,45.054758,-96.69119,<null>
SWLAZZZ2908,null,Chemistry,45.054809,-96.689858,<null>
SWLAZZZ1116A,null,Chemistry,43.095351,-101.566338,<null>
SWLAZZZ1116B,null,Chemistry,43.092847,-101.566403,<null>
SWLAZZZ1116C,null,Chemistry,43.090756,-101.567889,<null>
SWLAZZZ1116,null,Chemistry,43.094054,-101.566381,<null>
SWLAWMC-1372-000-A,Eureka Lake,Chemistry,45.770345,-99.639394,SD-MI-L-EUREKA_01
SWLAWMC-1372-000-B,Eureka Lake,Chemistry,45.774381,-99.641827,SD-MI-L-EUREKA_01
SWLAWMC-1372-000-C,Eureka Lake,Chemistry,45.780261,-99.641151,SD-MI-L-EUREKA_01
SWLAWMC-1372-000,Eureka Lake,Chemistry,45.771426,-99.64051,SD-MI-L-EUREKA_01
SWLAMUD-351-002-A,null,Chemistry,45.342621,-97.767366,<null>
SWLAMUD-351-002-B,null,Chemistry,45.345895,-97.76744,<null>
SWLAMUD-351-002-C,null,Chemistry,45.345683,-97.773578,<null>
SWLAMUD-351-002,null,Chemistry,45.343559,-97.767635,<null>
CENTBSRT29.5,Pipestone Creek,Chemistry,43.812482,-96.471308,SD-BS-R-PIPESTONE_01
FBSRDRSC246,Skunk Creek,Chemistry,43.819006,-96.844919,SD-BS-R-SKUNK_01
FBSRDG1,null,Chemistry,43.532166,-96.970641,null
FBSRDRBSR1,Big Sioux River,Chemistry,43.81803,-96.71083,SD-BS-R-BIG_SIOUX_08
FBSRPPSRC1,null,Chemistry,43.68815,-96.519664,SD-BS-R-SPLIT_ROCK_02
FBSRABSR1,Big Sioux River,Chemistry,42.829837,-96.561459,SD-BS-R-BIG_SIOUX_17
FBSRBBSR1,Big Sioux River,Chemistry,43.594022,-96.599773,SD-BS-R-BIG_SIOUX_13
FBSRLA1,Lake Alvin,Chemistry,43.435527,-96.629457,SD-BS-L-ALVIN_01
FBSRLL1,null,Chemistry,43.210637,-96.559378,SD-BS-L-LAKOTA_01
FBSRNHBSR1,Big Sioux River,Chemistry,43.234648,-96.569873,SD-BS-R-BIG_SIOUX_14
BELLEIMPWQM130,Belle Fourche River,Chemistry,44.675872,-103.853592,SD-BF-R-BELLE_FOURCHE_01
BELLEIMPWQM83,Belle Fourche River,Chemistry,44.670461,-103.487341,SD-BF-R-BELLE_FOURCHE_02
FSC406,Firesteel Creek,Chemistry,43.763858,-98.086336,SD-JA-R-FIRESTEEL_01
SD_10001,Pipestone Creek,Chemistry,43.905501,-96.484982,SD-BS-R-PIPESTONE_01
SD_10002,Missouri River (Lewis and Clark Lake),Chemistry,42.854202,-97.280172,SD-MI-R-LEWIS_AND_CLARK_01
SD_10003,null,Chemistry,43.241115,-99.187177,null
SD_10004,null,Chemistry,44.156428,-103.228697,null
SD_10005,null,Chemistry,43.070128,-98.800402,null
SD_10008,Vermillion River,Chemistry,42.998595,-97.004427,SD-VM-R-VERMILLION_02
SD_10010,null,Chemistry,45.001442,-98.637652,null
SD_10011,null,Chemistry,44.043868,-101.451128,null
SD_10012,Cheyenne River,Chemistry,43.422445,-103.991803,SD-CH-R-CHEYENNE_02
SD_10014,Moreau River,Chemistry,45.155092,-102.752593,SD-MU-R-MOREAU_01
SD_10015,null,Chemistry,44.684883,-98.296763,null
SD_10016,Iron Creek,Chemistry,43.829176,-103.459122,SD-CH-R-IRON_01
SD_10018,null,Chemistry,43.277698,-97.294523,null
SD_10019,Castle Creek,Chemistry,44.061592,-103.692685,SD-CH-R-CASTLE_01
SD_10020,null,Chemistry,44.669029,-103.356102,null
SD_10021,East Fork Vermillion River,Chemistry,43.479945,-97.130118,SD-VM-R-VERMILLION_E_FORK_02
SD_10022,null,Chemistry,44.03291,-101.547188,null
SD_10023,Crow Creek,Chemistry,43.966884,-98.980763,SD-MI-R-CROW_01
SD_10024,James River,Chemistry,43.691657,-97.966837,SD-JA-R-JAMES_10
SD_10027,null,Chemistry,45.915118,-103.019619,null
SD_10029,null,Chemistry,43.044193,-97.361539,null
SD_10031,null,Chemistry,43.179581,-99.041176,null
SD_10034,null,Chemistry,43.571065,-97.954005,null
SD_10035,Elk Creek,Chemistry,44.238156,-103.368601,SD-CH-R-ELK_01_USGS
SD_10037,"Grand River, North Fork",Chemistry,45.878237,-102.635177,SD-GR-R-GRAND_N_FORK_01
SD_10038,null,Chemistry,44.135345,-100.833722,null
SD_10039,Little Missouri River,Chemistry,45.59689,-103.927461,SD-LM-R-LITTLE_MISSOURI_01
SD_10040,Belle Fourche River,Chemistry,44.383599,-102.420605,SD-BF-R-BELLE_FOURCHE_05
SD_10041,null,Chemistry,44.059452,-101.216107,null
SD_10045,East Fork Vermillion River,Chemistry,43.424595,-97.084755,SD-VM-R-VERMILLION_E_FORK_02
SD_10046,Redwater River,Chemistry,44.57576,-104.01295,SD-BF-R-REDWATER_01_USGS
SD_10058,Cheyenne River,Chemistry,43.262839,-103.606832,SD-CH-R-CHEYENNE_02
SD_10060,James River,Chemistry,43.245735,-97.649259,SD-JA-R-JAMES_10
SD_10061,Cheyenne River,Chemistry,43.276627,-103.520049,SD-CH-R-CHEYENNE_02B
SD_10071,null,Chemistry,43.989313,-103.780208,null
SD_10094,null,Chemistry,44.631208,-103.694451,null
SD_10095,null,Chemistry,44.403622,-98.905259,null
SD_10096,null,Chemistry,45.655024,-101.040561,null
SD_10097,null,Chemistry,44.774138,-103.444039,null
SD_10098,null,Chemistry,44.018586,-103.103857,null
SD_10099,null,Chemistry,43.017957,-99.592265,null
SD_10100,null,Chemistry,45.337736,-100.373854,null
SD_10101,null,Chemistry,44.619436,-103.436126,null
SD_10102,null,Chemistry,43.352622,-103.414806,null
SD_10250,null,Chemistry,43.046805,-101.998921,null
SD_10394,null,Chemistry,44.232039,-98.0019,null
SD_10395,null,Chemistry,44.884225,-97.116413,null
SD_10396,Moccasin Creek,Chemistry,45.47123,-98.450727,SD-JA-R-MOCCASIN_01
SD_10397,null,Chemistry,42.934517,-96.572386,null
SD_10398,null,Chemistry,44.694546,-98.304875,null
SD_10399,null,Chemistry,43.945236,-98.005586,null
SD_10544,null,Chemistry,44.125889,-103.653172,null
SD_10545,null,Chemistry,44.029352,-103.850373,null
SD_10546,Iron Creek,Chemistry,43.837724,-103.438811,SD-CH-R-IRON_01
SD_10547,null,Chemistry,44.301857,-103.782208,null
SD_10548,null,Chemistry,44.289859,-103.892418,null
SD_10549,null,Chemistry,44.483848,-103.643666,null
SD_10694,null,Chemistry,44.137775,-100.801591,null
SD_10695,null,Chemistry,44.285959,-103.140944,null
SD_10696,null,Chemistry,43.892008,-98.973843,null
SD_10697,null,Chemistry,45.514218,-100.508319,null
SD_10698,null,Chemistry,43.716166,-101.360293,null
SD_10699,Beaver Creek,Chemistry,43.427433,-103.26731,SD-CH-R-BEAVER_01_USGS
SD_10700,null,Chemistry,44.516956,-102.72338,null
SD_10701,null,Chemistry,44.968157,-100.438018,null
SD_10702,null,Chemistry,44.049661,-101.707797,null
SD_10994,null,Chemistry,43.641458,-96.82925,null
SD_10995,null,Chemistry,44.921552,-96.656237,null
SD_10996,null,Chemistry,44.990252,-97.991402,null
SD_10997,null,Chemistry,43.151186,-97.772912,null
SD_10998,Skunk Creek,Chemistry,43.825229,-96.834845,SD-BS-R-SKUNK_01
SD_10999,null,Chemistry,44.606523,-98.177124,null
SD_11000,Moccasin Creek,Chemistry,45.386666,-98.489661,SD-JA-R-MOCCASIN_02
SD_11001,null,Chemistry,43.14709,-97.551043,null
SD_11002,null,Chemistry,43.666229,-96.659948,null
SD_11003,null,Chemistry,44.067257,-98.006534,null
SD_11004,Willow Creek,Chemistry,44.937651,-96.982231,SD-BS-R-WILLOW_01
SD_11005,null,Chemistry,43.20599,-97.071894,null
SD_11144,null,Chemistry,44.516708,-103.883475,null
SD_11145,null,Chemistry,44.128815,-103.323456,null
SD_11146,null,Chemistry,43.315284,-103.564535,SD-CH-R-CASCADE_01
SD_11147,null,Chemistry,44.420167,-103.541431,null
SD_11148,Castle Creek,Chemistry,44.069899,-103.739118,SD-CH-R-CASTLE_01
SD_11294,Belle Fourche River,Chemistry,44.69357,-103.739849,SD-BF-R-BELLE_FOURCHE_02
SD_11295,null,Chemistry,45.353698,-102.524606,SD-MU-R-RABBIT_01
SD_11296,Little White River,Chemistry,43.264105,-100.925407,SD-WH-R-LITTLE_WHITE_02_USGS
SD_11297,null,Chemistry,44.244985,-102.63708,null
SD_11298,Horse Creek,Chemistry,44.678548,-103.423927,SD-BF-R-HORSE_01_USGS
SD_11299,null,Chemistry,45.565251,-101.760961,null
SD_11300,Wounded Knee Creek,Chemistry,43.355079,-102.49489,SD-WH-R-WOUNDEDKNEE_01_USGS
SD_11301,null,Chemistry,43.259447,-103.59511,null
SD_11302,Belle Fourche River,Chemistry,44.391043,-102.973277,SD-BF-R-BELLE_FOURCHE_04
SD_11594,North Fork Yellow Bank River,Chemistry,45.15782,-96.506044,SD-MN-R-YELLOW_BANK_N_FORK_01
SD_11595,Snake Creek,Chemistry,44.988221,-98.531648,SD-JA-R-SNAKE_01
SD_11596,Vermillion River,Chemistry,43.205659,-96.938941,SD-VM-R-VERMILLION_01
SD_11597,null,Chemistry,43.714691,-97.985864,
SD_11598,null,Chemistry,45.569324,-98.220074,null
SD_11599,Elm River,Chemistry,45.713825,-98.575214,SD-JA-R-ELM_01
SD_11600,null,Chemistry,42.832873,-96.900877,null
SD_11601,null,Chemistry,44.157764,-98.234572,null
SD_11602,null,Chemistry,44.93898,-98.213206,null
SD_11603,Wolf Creek,Chemistry,44.685752,-98.698802,SD-JA-R-WOLF_SP_01
SD_11604,null,Chemistry,43.695867,-96.513076,null
SD_11606,Elm River,Chemistry,45.760037,-98.541661,SD-JA-R-ELM_01
SD_11744,Redwater River,Chemistry,44.575566,-104.04901,SD-BF-R-REDWATER_01_USGS
SD_11745,Redwater River,Chemistry,44.583306,-103.928385,SD-BF-R-REDWATER_01_USGS
SD_11746,Redwater River,Chemistry,44.598238,-103.884917,SD-BF-R-REDWATER_01_USGS
SD_11747,Redwater River,Chemistry,44.579772,-104.033225,SD-BF-R-REDWATER_01_USGS
SD_11748,Redwater River,Chemistry,44.587805,-103.84102,SD-BF-R-REDWATER_01
SD_11896,Moreau River,Chemistry,45.156512,-102.496494,SD-MU-R-MOREAU_01
SD_11897,Cheyenne River,Chemistry,43.462571,-103.123698,SD-CH-R-CHEYENNE_03
SD_11898,White River,Chemistry,43.701656,-101.820037,SD-WH-R-WHITE_02
SD_11899,White River,Chemistry,43.781764,-100.86644,SD-WH-R-WHITE_03
SD_11900,Missouri River (Lake Oahe),Chemistry,44.776811,-100.902739,SD-MI-R-OAHE_01
SD_11901,Grand River,Chemistry,45.676092,-100.786101,SD-GR-R-GRAND_02
SD_11902,White River,Chemistry,43.699904,-101.691437,SD-WH-R-WHITE_02
SD_11903,Grand River,Chemistry,45.680404,-101.074148,SD-GR-R-GRAND_02
SD_11904,null,Chemistry,45.173351,-101.145265,SD-MU-R-MOREAU_02&03
SD_11905,Moreau River,Chemistry,45.1593,-102.782132,SD-MU-R-MOREAU_01
SD_11906,Cheyenne River,Chemistry,43.972932,-102.474796,SD-CH-R-CHEYENNE_04
SD_12194,James River,Chemistry,43.949621,-98.033162,SD-JA-R-JAMES_09
SD_12195,Big Sioux River,Chemistry,44.579776,-96.933494,SD-BS-R-BIG_SIOUX_04
SD_12196,James River,Chemistry,45.493168,-98.275621,SD-JA-R-JAMES_05
SD_12197,James River,Chemistry,43.011547,-97.37102,SD-JA-R-JAMES_11
SD_12198,Big Sioux River,Chemistry,43.5293,-96.696252,SD-BS-R-BIG_SIOUX_10
SD_12199,Big Sioux River,Chemistry,44.353737,-96.898584,SD-BS-R-BIG_SIOUX_04
SD_12200,James River,Chemistry,45.599597,-98.290831,SD-JA-R-JAMES_04
SD_12201,James River,Chemistry,43.363809,-97.654296,SD-JA-R-JAMES_10
SD_12202,Big Sioux River,Chemistry,43.753652,-96.742209,SD-BS-R-BIG_SIOUX_08
SD_12203,James River,Chemistry,44.560242,-98.216791,SD-JA-R-JAMES_07
SD_12204,James River,Chemistry,45.227669,-98.397694,SD-JA-R-JAMES_05
SD_12205,James River,Chemistry,43.540164,-97.821542,SD-JA-R-JAMES_10
SD_12344,Cheyenne River,Chemistry,43.26004,-103.702104,SD-CH-R-CHEYENNE_02
SD_12345,Cheyenne River,Chemistry,43.263459,-103.698236,SD-CH-R-CHEYENNE_02
SD_12346,Cheyenne River,Chemistry,43.287731,-103.730538,SD-CH-R-CHEYENNE_02
SD_12347,Cheyenne River,Chemistry,43.277173,-103.525354,SD-CH-R-CHEYENNE_02B
SD_12348,Cheyenne River,Chemistry,43.257685,-103.715616,SD-CH-R-CHEYENNE_02
FBSRDGPDS1,null,Chemistry,43.722509,-96.494116,null
FBSRGCPSRC1,null,Chemistry,43.722469,-96.500674,SD-BS-R-SPLIT_ROCK_02
FBSRGH11SRC,null,Chemistry,43.702914,-96.516273,SD-BS-R-SPLIT_ROCK_02
FBSRG484SRC2,null,Chemistry,43.675604,-96.531467,SD-BS-R-SPLIT_ROCK_02
FBSRB264SRC3,Split Rock Creek,Chemistry,43.558156,-96.5877,SD-BS-R-SPLIT_ROCK_01_USGS
FBSRWL1,Wall Lake,Chemistry,43.531,-96.962433,SD-BS-L-WALL_01
SD_10048,White River,Chemistry,43.71991,-100.315284,SD-WH-R-WHITE_04
SD_10026,Cheyenne River,Chemistry,43.278029,-103.720218,SD-CH-R-CHEYENNE_02
SD_10028,null,Chemistry,43.028896,-101.276502,null
FBSRBLH,null,Chemistry,43.631624,-97.053298,SD-BS-L-BEAVER_01
SCYJRHWY46,James River,Chemistry,43.08225,-97.432639,SD-JA-R-JAMES_11
SCYJR303ST,James River,Chemistry,42.995917,-97.370722,SD-JA-R-JAMES_11
SCYJR309ST,James River,Chemistry,42.907778,-97.326667,SD-JA-R-JAMES_11
SCYMARINDAHLUP,null,Chemistry,43.065503,-97.278666,null
SCYMARINDAHLDN,null,Chemistry,43.03609,-97.256911,null
SCYJRHWY46,James River,Chemistry,43.08225,-97.432639,SD-JA-R-JAMES_11
SCYJR303ST,James River,Chemistry,42.995917,-97.370722,SD-JA-R-JAMES_11
SCYJR309ST,James River,Chemistry,42.907778,-97.326667,SD-JA-R-JAMES_11
SCYMCMALL,null,Chemistry,42.894128,-97.399412,null
SCYMCHWY50,null,Chemistry,42.871278,-97.380833,null
SCYMRRVRSDDR,Missouri River (Lewis and Clark Lake),Chemistry,42.868306,-97.403028,SD-MI-R-LEWIS_AND_CLARK_01
SCYBCDOWN,null,Chemistry,42.988331,-97.430836,null
SCYBCUP,null,Chemistry,43.019788,-97.457781,null
SWLABAC9702,Marindahl Lake,Chemistry,43.037228,-97.257746,SD-VM-L-MARINDAHL_01
SCYBC436AVE,null,Chemistry,43.003541,-97.477592,null
SWLABAC4835E,Roy Lake,Chemistry,45.701114,-97.420327,SD-JA-L-ROY_01
SWLABAC4835W,Roy Lake,Chemistry,45.708255,-97.449713,SD-JA-L-ROY_01
SWLABAC4834,South Red Iron Lake,Chemistry,45.659754,-97.319596,SD-JA-L-S_RED_IRON_01
SWLABAC4804,South Buffalo Lake,Chemistry,45.607258,-97.315478,SD-JA-L-SOUTH_BUFFALO_01
SWLABAC3104,Waggoner Lake,Chemistry,44.076955,-101.65213,SD-BA-L-WAGGONER_01
SWLABAC5802,Hayes Lake,Chemistry,44.36488,-101.01264,SD-BA-L-HAYES_01
FFBigSiouxR08,Big Sioux River,FishFlesh,43.638832,-96.748894,SD-BS-R-BIG_SIOUX_08
FFBigSiouxR10,Big Sioux River,FishFlesh,43.541985,-96.709607,SD-BS-R-BIG_SIOUX_10
FFDogEarL,null,FishFlesh,43.1722,-99.894762,SD-NI-L-DOG_EAR_01
FFDurkeeL,null,FishFlesh,44.977488,-102.048578,SD-CH-L-DURKEE_01
FFFairfaxL,Fairfax Lake,FishFlesh,43.048847,-98.878825,SD-MI-L-FAIRFAX_01
FFFlatCreekL,Flat Creek Dam,FishFlesh,45.778191,-102.180196,SD-GR-L-FLAT_CREEK_01
FFGrassL,null,FishFlesh,45.07532,-97.379053,SD-BS-L-GRASS_01
FFJamesR10,James River,FishFlesh,43.398755,-97.714856,SD-JA-R-JAMES_10
FFJamesR11,James River,FishFlesh,42.940163,-97.33824,SD-JA-R-JAMES_11
FFLittleWhiteR,Little White River,FishFlesh,43.129975,-101.729887,SD-WH-R-LITTLE_WHITE_02_USGS
FFMennoL,"Menno, Lake",FishFlesh,43.263256,-97.611057,SD-JA-L-MENNO_01
FFNewUnderwoodL,null,FishFlesh,44.105973,-102.841528,SD-CH-L-NEW_UNDERWOOD_01
FFNBuffaloL,North Buffalo Lake,FishFlesh,45.627596,-97.288035,SD-JA-L-N_BUFFALO_01
FFRedfieldL,Lake Redfield,FishFlesh,44.875732,-98.52913,SD-JA-L-REDFIELD_01
FFScottL,null,FishFlesh,43.648091,-96.985843,SD-BS-L-SCOTT_01
SNI1MISSR125,Missouri River (Lewis and Clark Lake),Chemistry,42.834705,-98.143902,SD-MI-R-LEWIS_AND_CLARK_01
BELLEIMPWQM81,Belle Fourche River,Chemistry,44.636166,-103.427585,SD-BF-R-BELLE_FOURCHE_03
BELLEIMPBF8,Belle Fourche River,Chemistry,44.627305,-103.256815,SD-BF-R-BELLE_FOURCHE_04
WWCBact04a,Whitewood Creek,Chemistry,44.409812,-103.695043,SD-BF-R-WHITEWOOD_04
SWCDM33,Bear Butte Creek,Chemistry,44.323178,-103.650206,SD-BF-R-BEAR_BUTTE_01
SW3,Bear Butte Creek,Chemistry,44.324669,-103.651558,SD-BF-R-BEAR_BUTTE_02
SWCDM38,Bear Butte Creek,Chemistry,44.328352,-103.641346,SD-BF-R-BEAR_BUTTE_02
SWCM37,Bear Butte Creek,Chemistry,44.32817,-103.644819,SD-BF-R-BEAR_BUTTE_02
SWCDM35,Bear Butte Creek,Chemistry,44.327617,-103.650388,SD-BF-R-BEAR_BUTTE_02
SCYMC15ST,null,Chemistry,42.883583,-97.401388,null
SCYMCBDWY,null,Chemistry,42.876972,-97.396944,null
SCYMCBRLH,null,Chemistry,42.875167,-97.383611,null
SWLABAC9903,Iron Creek Lake,Chemistry,44.3723,-103.980455,SD-BF-L-IRON_CREEK_01
SWLABAC2103,Bismark Lake,Chemistry,43.776381,-103.512901,SD-CH-L-BISMARK_01
SWLABAC9233,Sheridan Lake,Chemistry,43.980545,-103.476355,SD-CH-L-SHERIDAN_01
SWLABAC2111,Sylvan Lake,Chemistry,43.846117,-103.562435,SD-CH-L-SYLVAN_01
SWLABAC5702,Cottonwood Lake,Chemistry,44.7838,-98.6841,SD-JA-L-COTTONWOOD_01
SWLABAC3702,"Menno, Lake",Chemistry,43.262095,-97.611046,SD-JA-L-MENNO_01
SWLABAC4613,East Vermillion Lake,Chemistry,43.591575,-97.180974,SD-VM-L-E_VERMILLION_01
SWLABAC2606,Mina Lake,Chemistry,45.440899,-98.736729,SD-JA-L-MINA_01
SWLABAC3305,Lake Louise,Chemistry,44.623682,-99.13786,SD-JA-L-LOUISE_01
SWLABAC3201,Lake Albert,Chemistry,44.5301,-97.1287,SD-BS-L-ALBERT_01
SWLABAC2301,Lake Alice,Chemistry,44.8895,-96.6411,SD-MN-L-ALICE_01
SWLABAC4302,Brant Lake,Chemistry,43.9221,-96.9659,SD-BS-L-BRANT_01
SWLABAC2303,Bullhead Lake,Chemistry,44.9542,-96.8135,SD-BS-L-BULLHEAD_01
SWLABAC9606,Lake Campbell,Chemistry,44.1934,-96.8614,SD-BS-L-CAMPBELL_01
SWLABAC2304,Clear Lake,Chemistry,44.7555,-96.6578,SD-BS-L-CLEAR_D_01
SWLABAC9613,East Oakwood Lake,Chemistry,44.4437,-96.9787,SD-BS-L-E_OAKWOOD_01
SWLABAC2310,Fish Lake,Chemistry,44.5912,-96.4705,SD-MN-L-FISH_01
SWLABAC9608,Goldsmith Lake,Chemistry,44.3406,-96.9621,SD-BS-L-GOLDSMITH_01
SWLABAC9609,Lake Hendricks,Chemistry,44.4979,-96.4637,SD-MN-L-HENDRICKS_01
SWLABAC4306,Lake Herman,Chemistry,43.988,-97.1687,SD-BS-L-HERMAN_01
SWLABAC4309,Lake Madison,Chemistry,43.9603,-97.028,SD-BS-L-MADISON_01
SWLABAC3214,Lake Norden,Chemistry,44.5878,-97.1902,SD-BS-L-NORDEN_01
SWLABAC9612,Oak Lake,Chemistry,44.528401,-96.537516,SD-MN-L-OAK_01
SWLABAC2315,Lake Oliver,Chemistry,44.7153,-96.4758,SD-MN-L-OLIVER_01
SWLABAC3215,Lake Poinsett,Chemistry,44.5396,-97.0742,SD-BS-L-POINSETT_01
SWLABAC9518,Punished Woman Lake,Chemistry,45.1083,-96.9287,SD-MN-L-PUNISHED_WOMAN_01
SWLABAC2319,School Lake,Chemistry,44.9459,-96.8244,SD-BS-L-SCHOOL_01
SWLABAC3211,Lake St. John,Chemistry,44.5565,-97.2048,SD-BS-L-ST_JOHN_01
SWLABAC4281,Twin Lakes/W. Hwy 81,Chemistry,44.2849,-97.1692,SD-BS-L-TWIN_01
SWLABAC9615,West Oakwood Lake,Chemistry,44.457,-97.0066,SD-BS-L-W_OAKWOOD_01
SCVCLAY,null,Chemistry,42.822659,-96.981272,SD-VM-R-CLAY-DITCH_01
SCVSPIRIT,null,Chemistry,42.851837,-96.94412,null
SCVBAPTIST,null,Chemistry,42.938965,-96.895169,null
SCVASH,null,Chemistry,43.054528,-96.943744,null
FFBigSiouxR13,Big Sioux River,FishFlesh,43.593453,-96.598978,SD-BS-R-BIG_SIOUX_13
SWLABAC5502,Big Stone Lake,Chemistry,45.406676,-96.677932,SD-MN-L-BIG_STONE_01
SWLABAC5521,Lake Traverse,Chemistry,45.694525,-96.767833,SD-RD-L-TRAVERSE_01
SWLABAC2205,Bitter Lake,Chemistry,45.267968,-97.265911,SD-BS-L-BITTER_01
SWLABAC2207,Blue Dog Lake,Chemistry,45.355545,-97.316981,SD-BS-L-BLUE_DOG_01
SWLABAC2209,Enemy Swim Lake,Chemistry,45.431503,-97.281056,SD-BS-L-ENEMY_SWIM_01
SWLABAC2219,Pickerel Lake,Chemistry,45.504066,-97.282852,SD-BS-L-PICKEREL_01
SWLABAC1812,Reid Lake,Chemistry,45.03197,-97.757405,SD-BS-L-REID_01
SWLABAC2226,Waubay Lake,Chemistry,45.39312,-97.487201,SD-BS-L-WAUBAY_01
SWLABAC5506,Lake Drywood North,Chemistry,45.612769,-97.170131,SD-MN-L-DRYWOOD_NORTH_01
SWLABAC4843,White Lake,Chemistry,45.853349,-97.619898,SD-RD-L-WHITE_01
SWLABAC9508,Lake Kampeska,Chemistry,44.894589,-97.242148,SD-BS-L-KAMPESKA_01
SWLABAC9517,Pelican Lake,Chemistry,44.858128,-97.206264,SD-BS-L-PELICAN_01
SWLAZZZ1812A,Reid Lake,Chemistry,45.029891,-97.728434,SD-BS-L-REID_01
SWLAZZZ1812B,Reid Lake,Chemistry,45.022953,-97.732115,SD-BS-L-REID_01
SWLAZZZ1812C,Reid Lake,Chemistry,45.024636,-97.755788,SD-BS-L-REID_01
SWLAZZZ1812,Reid Lake,Chemistry,45.029359,-97.728746,SD-BS-L-REID_01
